Id,Sales
1,4027.99951172
2,7428.96679688
3,9011.27050781
4,7672.63085938
5,6910.32470703
6,5713.98779297
7,7409.90234375
8,7854.55371094
9,5117.35986328
10,5677.890625
11,6822.31787109
12,7711.91992188
13,7205.66796875
14,8841.32421875
15,5513.87792969
16,4723.84667969
17,5432.20019531
18,9072.72558594
19,10169.8164062
20,10049.9228516
21,7294.65185547
22,4456.76513672
23,5721.10498047
24,4158.87988281
25,7465.84716797
26,11022.4619141
27,9252.67675781
28,5607.03222656
29,4923.58398438
30,4340.83740234
31,5787.87597656
32,10118.9628906
33,6544.33935547
34,5287.484375
35,5137.18164062
36,7957.52099609
37,3603.33569336
38,7366.65527344
39,4411.20117188
40,7018.42578125
41,6680.95019531
42,5391.51806641
43,8133.07714844
44,6874.43066406
45,4847.12890625
46,6579.67138672
47,7683.38183594
48,11598.3417969
49,5798.65673828
50,7950.79931641
51,6951.33105469
52,8532.97265625
53,6262.68603516
54,9109.59472656
55,4770.4140625
56,4868.72753906
57,6033.13525391
58,5857.87304688
59,8901.56152344
60,7647.57080078
61,5572.55126953
62,7489.7265625
63,6614.50634766
64,9988.52636719
65,3887.62158203
66,12731.4003906
67,4860.13378906
68,6013.02197266
69,8328.85449219
70,4710.44677734
71,6398.54296875
72,6147.44921875
73,7194.08935547
74,5622.78857422
75,5523.921875
76,7322.73144531
77,7494.71435547
78,6934.04736328
79,4937.71240234
80,7106.51464844
81,11151.5742188
82,6390.04052734
83,4410.02734375
84,6365.43994141
85,5880.98925781
86,5568.45996094
87,7434.41796875
88,3884.61132812
89,8000.20654297
90,5936.79199219
91,6897.42480469
92,6925.55419922
93,4080.046875
94,5977.46435547
95,5175.42236328
96,8012.12646484
97,7750.09423828
98,5067.96728516
99,4917.55761719
100,6925.08496094
101,5780.78613281
102,6319.50585938
103,6904.03320312
104,6454.51318359
105,7430.93701172
106,5641.76904297
107,4230.09033203
108,6764.19726562
109,7912.60986328
110,7976.46484375
111,8161.12109375
112,7487.19775391
113,5424.46972656
114,8788.04785156
115,5713.11572266
116,7036.40283203
117,8691.1796875
118,6209.88916016
119,10056.0498047
120,7394.42626953
121,7494.65722656
122,5885.1640625
123,7079.96679688
124,7981.015625
125,6595.59375
126,3756.43212891
127,5357.52441406
128,7610.65673828
129,5310.91796875
130,4429.92773438
131,8112.53076172
132,6562.43554688
133,5490.45507812
134,6191.56005859
135,5244.93310547
136,7227.22558594
137,7138.95458984
138,6977.94921875
139,5681.58544922
140,4984.4140625
141,6133.28125
142,3720.25073242
143,5933.87060547
144,5419.53076172
145,8180.93994141
146,7196.57373047
147,6085.05664062
148,12138.3808594
149,5022.51855469
150,5208.40478516
151,10165.2001953
152,6782.49365234
153,8329.09277344
154,7107.31494141
155,5873.38232422
156,6148.65722656
157,5305.46484375
158,8322.28710938
159,11073.2607422
160,5956.16162109
161,3250.12915039
162,4545.65820312
163,9028.13183594
164,8840.02636719
165,5927.43896484
166,6794.25830078
167,4919.15234375
168,5414.90625
169,3374.85839844
170,5094.30419922
171,6147.2734375
172,7266.78417969
173,6994.98828125
174,8390.19238281
175,7851.52001953
176,9215.89746094
177,7595.42041016
178,4919.39208984
179,9108.98632812
180,9933.82128906
181,5963.47802734
182,7275.97363281
183,5456.76953125
184,6338.33984375
185,4078.80566406
186,6879.96044922
187,5370.47900391
188,9021.70214844
189,7134.58447266
190,8128.26904297
191,7613.72021484
192,5637.75585938
193,8486.85449219
194,18127.3105469
195,9913.80273438
196,5639.59521484
197,2965.17211914
198,6015.99365234
199,8056.19580078
200,5559.45410156
201,12402.3652344
202,18415.9160156
203,4229.52148438
204,5334.3125
205,9220.12597656
206,4823.00341797
207,8482.71875
208,6723.26904297
209,7448.11572266
210,5057.75341797
211,6104.93896484
212,5536.94140625
213,7257.40576172
214,9281.75683594
215,6180.29052734
216,5828.08447266
217,7056.13525391
218,5139.26953125
219,5111.01318359
220,7514.35546875
221,5748.41113281
222,5477.72802734
223,7102.58447266
224,6168.70605469
225,5798.54101562
226,7100.40332031
227,7074.67431641
228,8226.97363281
229,6997.18408203
230,7778.10107422
231,5909.22802734
232,3766.78442383
233,5936.63916016
234,6663.76660156
235,6019.39160156
236,4387.49511719
237,8438.71484375
238,7158.20996094
239,9117.55664062
240,6865.92529297
241,5622.18261719
242,5237.57910156
243,4614.33398438
244,9376.75976562
245,5053.32666016
246,7572.30224609
247,15089.0507812
248,7188.98632812
249,7845.23925781
250,5521.93066406
251,4495.29443359
252,6893.43945312
253,4145.16796875
254,5657.078125
255,10803.3330078
256,5180.88964844
257,15688.7929688
258,13389.7871094
259,4769.84960938
260,6698.14599609
261,5994.5078125
262,6786.23388672
263,5621.05126953
264,10539.0996094
265,8025.85546875
266,9878.21972656
267,4472.34375
268,7281.68066406
269,5290.39550781
270,7942.44677734
271,6789.27636719
272,6099.578125
273,6471.50878906
274,6176.74902344
275,7983.49023438
276,9716.83203125
277,5803.00048828
278,9934.484375
279,6146.89794922
280,9892.68261719
281,5691.14257812
282,5218.21582031
283,5456.79003906
284,9953.66210938
285,6176.30712891
286,7767.78857422
287,6309.28466797
288,8743.77734375
289,4398.21826172
290,8437.99023438
291,6925.09179688
292,4049.78271484
293,13370.5302734
294,17511.8964844
295,6940.82324219
296,6773.19042969
297,9337.72363281
298,10669.2744141
299,11353.4296875
300,5380.33398438
301,7509.37597656
302,5586.35644531
303,8095.23242188
304,3856.18286133
305,6019.90820312
306,5666.07519531
307,5556.10888672
308,7307.07519531
309,5317.62939453
310,4893.16064453
311,7015.62158203
312,4049.94897461
313,4620.66748047
314,6221.65771484
315,6323.29833984
316,8836.81445312
317,7928.09667969
318,7203.01513672
319,6208.84667969
320,6106.28417969
321,11625.0205078
322,7490.16210938
323,5323.26269531
324,4734.67333984
325,7768.30712891
326,4539.95556641
327,6862.88037109
328,3444.47265625
329,5258.87988281
330,7944.98486328
331,6253.34472656
332,5205.19140625
333,8760.046875
334,9415.125
335,11906.7519531
336,6136.75732422
337,8928.48144531
338,2984.76049805
339,4853.36083984
340,6409.43359375
341,4324.00048828
342,7943.46191406
343,5009.45654297
344,4981.10107422
345,8625.7734375
346,10566.1845703
347,8931.55664062
348,5477.12744141
349,5094.77050781
350,8079.92041016
351,6831.12158203
352,6112.64794922
353,5143.89453125
354,6779.52490234
355,9857.39160156
356,4300.50488281
357,6274.57275391
358,7730.66992188
359,8087.43017578
360,13289.1269531
361,4989.70361328
362,13552.1689453
363,6568.15917969
364,5005.12451172
365,3727.29125977
366,5903.84765625
367,6162.94873047
368,5476.72509766
369,7108.35888672
370,4869.74462891
371,4776.87060547
372,7275.69628906
373,3462.97241211
374,7442.31445312
375,6804.36230469
376,7549.05273438
377,8506.14160156
378,5568.84277344
379,8516.58105469
380,6101.14355469
381,5391.62109375
382,5826.88378906
383,4873.15966797
384,10197.5273438
385,6402.94433594
386,4626.89990234
387,7160.17626953
388,8505.51660156
389,7264.78125
390,6094.65820312
391,7959.09960938
392,5379.89257812
393,5902.25390625
394,6109.10400391
395,8206.76953125
396,6429.18603516
397,6112.67675781
398,5862.2890625
399,5085.80273438
400,3818.85864258
401,5654.75292969
402,8490.70800781
403,8337.16015625
404,9709.05957031
405,10991.3984375
406,8132.14599609
407,5916.06298828
408,5052.94091797
409,10320.1748047
410,10307.6328125
411,7909.78027344
412,8517.47460938
413,7785.6796875
414,5751.90478516
415,3880.6706543
416,10336.2314453
417,6592.68164062
418,5941.78857422
419,5995.96044922
420,3143.97802734
421,11592.3808594
422,6145.87792969
423,5220.03808594
424,4861.95166016
425,5630.52246094
426,6400.95996094
427,8323.43066406
428,6574.85351562
429,5160.85986328
430,5316.05224609
431,4150.88574219
432,3326.5546875
433,6847.59960938
434,16586.3769531
435,4588.21923828
436,5685.83056641
437,6575.83789062
438,5714.21679688
439,5305.46972656
440,4999.05566406
441,3873.65820312
442,7165.84033203
443,6914.69628906
444,4082.51147461
445,8527.72460938
446,5612.55419922
447,4768.7578125
448,8728.33789062
449,7617.11230469
450,9360.34570312
451,5285.33154297
452,6579.58349609
453,4871.11523438
454,5086.11816406
455,14654.6855469
456,9910.94726562
457,6434.40087891
458,5705.09423828
459,4833.91894531
460,5946.35839844
461,5206.26367188
462,10989.3964844
463,4922.90332031
464,5434.95263672
465,7156.76269531
466,4627.36767578
467,6183.18554688
468,7323.24121094
469,6930.01416016
470,6986.28710938
471,4030.65917969
472,5237.93896484
473,6744.83740234
474,8619.16992188
475,8276.91992188
476,6624.45019531
477,4467.91748047
478,7420.59619141
479,5817.37646484
480,5236.04052734
481,7065.84033203
482,7054.38574219
483,6579.51464844
484,6191.54248047
485,5963.28466797
486,6223.91308594
487,5585.23242188
488,7099.875
489,6226.05664062
490,6246.35791016
491,8827.13476562
492,5857.37060547
493,4384.13964844
494,10995.1738281
495,5852.59570312
496,3177.67724609
497,7624.84667969
498,9579.21875
499,9514.19726562
500,4868.88037109
501,5873.80810547
502,5835.12646484
503,7423.75341797
504,5541.71777344
505,8548.79296875
506,3232.12792969
507,5471.46191406
508,5843.82080078
509,5322.67871094
510,5230.52490234
511,6915.73193359
512,7889.40673828
513,5763.71826172
514,8197.70214844
515,7046.54443359
516,8602.26855469
517,4900.72802734
518,6138.94091797
519,6761.61035156
520,7865.07128906
521,7681.39599609
522,5236.10546875
523,8705.28320312
524,6918.64794922
525,7373.84667969
526,4271.52636719
527,4197.56005859
528,7982.37060547
529,6298.2578125
530,8393.76171875
531,6773.59130859
532,5877.51806641
533,7953.59814453
534,6619.99755859
535,6792.29492188
536,7923.39453125
537,6343.84423828
538,8830.43652344
539,10501.3330078
540,7330.83105469
541,5025.85888672
542,5621.00830078
543,3978.15991211
544,3117.32006836
545,8226.76171875
546,5455.41113281
547,8191.39453125
548,4599.95019531
549,6168.34716797
550,5368.18457031
551,9441.03125
552,5171.76025391
553,4970.54101562
554,5564.14892578
555,7489.81201172
556,5148.45947266
557,7064.97753906
558,7678.72216797
559,7902.98583984
560,7777.97509766
561,6843.93652344
562,5954.76416016
563,4666.27148438
564,4950.36035156
565,10403.1982422
566,9208.41113281
567,6652.27197266
568,14685.8173828
569,6185.43896484
570,5127.60595703
571,5968.61669922
572,8374.88964844
573,10219.9707031
574,6642.85644531
575,7609.97412109
576,7549.35546875
577,9014.26171875
578,6795.89794922
579,5840.34375
580,4511.66992188
581,5091.63232422
582,3951.36791992
583,5375.33251953
584,8162.48339844
585,15704.3466797
586,6746.23339844
587,4908.11962891
588,6983.61572266
589,4633.71923828
590,6051.12207031
591,4465.31835938
592,9114.62597656
593,6008.75634766
594,5750.92822266
595,13098.3769531
596,11278.8837891
597,5722.04345703
598,6744.23925781
599,3958.58129883
600,5854.81201172
601,5297.43457031
602,8505.74414062
603,4790.89794922
604,4344.50732422
605,5805.68554688
606,5163.06103516
607,6749.24560547
608,7036.55712891
609,3416.5222168
610,6852.25195312
611,8056.33398438
612,7679.85742188
613,4961.96679688
614,4211.30810547
615,8286.46972656
616,4373.35498047
617,8619.60546875
618,4312.57421875
